code,pnns_groups_1,pnns_groups_2,countries_en,countriesgroups
41235000830,Fat and sauces,Dressings and sauces,United States,CaUS
41240522013,Fat and sauces,Dressings and sauces,United States,CaUS
41240522082,Fat and sauces,Dressings and sauces,United States,CaUS
41268113033,Cereals and potatoes,Legumes,United States,CaUS
41268138418,Cereals and potatoes,Cereals,United States,CaUS
41269406547,Sugary snacks,Sweets,United States,CaUS
41303000649,Cereals and potatoes,Cereals,United States,CaUS
41303004500,Fat and sauces,Dressings and sauces,United States,CaUS
41303036877,Milk and dairy products,Milk and yogurt,United States,CaUS
41331021647,Beverages,Non-sugared beverages,Spain,SouthEU
41335665151,Fat and sauces,Dressings and sauces,United States,CaUS
41345105128,Fruits and vegetables,Fruits,United States,CaUS
41345317125,Fruits and vegetables,Fruits,United States,CaUS
41364002095,Sugary snacks,Sweets,United States,CaUS
41369101205,Fish Meat Eggs,Fish and seafood,United States,CaUS
41383096013,Milk and dairy products,Milk and yogurt,United States,CaUS
41497436460,Beverages,Non-sugared beverages,United States,CaUS
41498000028,Salty snacks,Nuts,United States,CaUS
41498124519,Salty snacks,Appetizers,United States,CaUS
41498189013,Fruits and vegetables,Vegetables,United States,CaUS
41498204518,Milk and dairy products,Milk and yogurt,United States,CaUS
41500000527,Fat and sauces,Dressings and sauces,France,FrBeNeLux
41500002248,Fat and sauces,Dressings and sauces,United States,CaUS
41500007229,Fat and sauces,Dressings and sauces,France,FrBeNeLux
41500053448,Fat and sauces,Dressings and sauces,France,FrBeNeLux
41500756776,Fat and sauces,Dressings and sauces,United States,CaUS
41500936017,Fat and sauces,Dressings and sauces,United States,CaUS
41508300346,Beverages,Sweetened beverages,United States,CaUS
41508800129,Beverages,Non-sugared beverages,United States,CaUS
41570053799,Salty snacks,Nuts,United States,CaUS
41570054017,Salty snacks,Appetizers,United States,CaUS
41570054130,Beverages,Non-sugared beverages,United States,CaUS
41740994228,Fat and sauces,Dressings and sauces,United States,CaUS
41755200185,Beverages,Sweetened beverages,United States,CaUS
41757054137,Milk and dairy products,Cheese,United States,CaUS
41789001574,Cereals and potatoes,Cereals,United States,CaUS
41790214260,Fat and sauces,Fats,United States,CaUS
41900072841,Milk and dairy products,Milk and yogurt,United States,CaUS
41900075378,Milk and dairy products,Milk and yogurt,United States,CaUS
41920139654,Fat and sauces,Dressings and sauces,Germany,Germans
42111558865,Beverages,Non-sugared beverages,France,FrBeNeLux
421577,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
42272005406,Composite foods,One-dish meals,United States,CaUS
42272006168,Composite foods,One-dish meals,France,FrBeNeLux
42272008568,Composite foods,One-dish meals,France,FrBeNeLux
42272008605,Composite foods,One-dish meals,France,FrBeNeLux
42272008667,Composite foods,One-dish meals,France,FrBeNeLux
4.23E+11,Milk and dairy products,Ice cream,France,FrBeNeLux
42400001058,Cereals and potatoes,Cereals,United States,CaUS
42400148647,Cereals and potatoes,Cereals,United States,CaUS
425100,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
42563007799,Sugary snacks,Sweets,United States,CaUS
426374,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
42743124353,Milk and dairy products,Cheese,United States,CaUS
42743231013,Sugary snacks,Sweets,United States,CaUS
428415,Sugary snacks,Biscuits and cakes,United Kingdom,UKIRSC
43000928608,Beverages,Sweetened beverages,United States,CaUS
433174,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
434614,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
43641760070,Sugary snacks,Sweets,United Kingdom,UKIRSC
43646201288,Fat and sauces,Dressings and sauces,Canada,CaUS
43646204005,Fat and sauces,Dressings and sauces,France,FrBeNeLux
43646204104,Fat and sauces,Dressings and sauces,France,FrBeNeLux
43646205385,Fat and sauces,Dressings and sauces,France,FrBeNeLux
43646210389,Fruits and vegetables,Vegetables,United States,CaUS
43646510250,Fat and sauces,Dressings and sauces,Canada,CaUS
43647020017,Sugary snacks,Sweets,United Kingdom,UKIRSC
43647410023,Sugary snacks,Sweets,United Kingdom,UKIRSC
43647440020,Sugary snacks,Sweets,United Kingdom,UKIRSC
43647460028,Sugary snacks,Sweets,United Kingdom,UKIRSC
43647688019,Sugary snacks,Sweets,United Kingdom,UKIRSC
44000000578,Salty snacks,Appetizers,United States,CaUS
44000001452,Sugary snacks,Biscuits and cakes,United States,CaUS
44000007492,Sugary snacks,Biscuits and cakes,United States,CaUS
44000012625,Sugary snacks,Biscuits and cakes,United States,CaUS
44000027957,Salty snacks,Appetizers,United States,CaUS
44000027995,Salty snacks,Appetizers,United States,CaUS
44000028015,Salty snacks,Appetizers,United States,CaUS
44000028275,Sugary snacks,Biscuits and cakes,United States,CaUS
44000030667,Sugary snacks,Biscuits and cakes,United States,CaUS
44000031121,Salty snacks,Appetizers,United States,CaUS
44000031138,Salty snacks,Appetizers,United States,CaUS
44000031275,Salty snacks,Appetizers,United States,CaUS
44000032029,Sugary snacks,Biscuits and cakes,United States,CaUS
44000032586,Sugary snacks,Biscuits and cakes,United States,CaUS
44000033279,Sugary snacks,Biscuits and cakes,United States,CaUS
44000033392,Sugary snacks,Biscuits and cakes,United States,CaUS
44000035389,Salty snacks,Appetizers,United States,CaUS
44000037420,Sugary snacks,Biscuits and cakes,United States,CaUS
44000072742,Sugary snacks,Biscuits and cakes,United States,CaUS
44000088453,Sugary snacks,Biscuits and cakes,United States,CaUS
44100008818,Fish Meat Eggs,Processed meat,United States,CaUS
44100079054,Fish Meat Eggs,Processed meat,United States,CaUS
44700008676,Fish Meat Eggs,Processed meat,United States,CaUS
44700008744,Fish Meat Eggs,Processed meat,United States,CaUS
44700021323,Fish Meat Eggs,Meat,United States,CaUS
44738018340,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
44738102353,Fat and sauces,Dressings and sauces,France,FrBeNeLux
44738201698,Fat and sauces,Dressings and sauces,Australia,AuNZ
44738201964,Fat and sauces,Dressings and sauces,France,FrBeNeLux
44738205610,Fat and sauces,Dressings and sauces,France,FrBeNeLux
44738205696,Fat and sauces,Dressings and sauces,France,FrBeNeLux
44738209618,Beverages,Non-sugared beverages,United States,CaUS
44738215909,Fat and sauces,Dressings and sauces,France,FrBeNeLux
44856305193,Fruits and vegetables,Vegetables,United States,CaUS
449991,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
45100060325,Sugary snacks,Biscuits and cakes,United States,CaUS
45169703003,Milk and dairy products,Cheese,United Kingdom,UKIRSC
45255119671,Fruits and vegetables,Fruits,United States,CaUS
45300000503,Cereals and potatoes,Legumes,United States,CaUS
457149,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
459068,Cereals and potatoes,Cereals,United Kingdom,UKIRSC
459884,Beverages,Sweetened beverages,United Kingdom,UKIRSC
46100001639,Milk and dairy products,Cheese,United States,CaUS
46121263702,Beverages,Non-sugared beverages,United States,CaUS
462907,Salty snacks,Nuts,France,FrBeNeLux
464659,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
46567508290,Milk and dairy products,Cheese,United States,CaUS
46567688725,Milk and dairy products,Cheese,United States,CaUS
46567688732,Milk and dairy products,Cheese,United States,CaUS
46567688978,Milk and dairy products,Cheese,United States,CaUS
473170,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
47325907645,Cereals and potatoes,Cereals,United States,CaUS
477833,Fruits and vegetables,Fruits,United Kingdom,UKIRSC
48000007063,Fish Meat Eggs,Fish and seafood,United States,CaUS
48000007070,Fish Meat Eggs,Fish and seafood,United States,CaUS
48000007087,Fish Meat Eggs,Fish and seafood,United States,CaUS
48001025950,Fat and sauces,Dressings and sauces,United States,CaUS
48001139985,Fat and sauces,Dressings and sauces,United States,CaUS
48001160187,Cereals and potatoes,Legumes,United States,CaUS
48001213487,Fat and sauces,Dressings and sauces,United States,CaUS
48001213920,Fat and sauces,Dressings and sauces,United States,CaUS
48001265844,Fat and sauces,Dressings and sauces,United States,CaUS
48001270305,Cereals and potatoes,Legumes,France,FrBeNeLux
48001270688,Cereals and potatoes,Legumes,United States,CaUS
48001703216,Fat and sauces,Dressings and sauces,United States,CaUS
48121184711,Sugary snacks,Biscuits and cakes,United States,CaUS
48154001023,Milk and dairy products,Ice cream,United States,CaUS
481724,Composite foods,One-dish meals,France,FrBeNeLux
48220000073,Milk and dairy products,Milk and yogurt,Germany,Germans
48500001745,Beverages,Fruit juices,United States,CaUS
48500001769,Beverages,Fruit juices,United States,CaUS
48500020746,Beverages,Fruit juices,United States,CaUS
48500305690,Beverages,Fruit juices,United States,CaUS
485722,Fat and sauces,Fats,France,FrBeNeLux
49000027624,Beverages,Non-sugared beverages,United States,CaUS
49000036473,Beverages,Non-sugared beverages,United States,CaUS
49000050103,Beverages,Sweetened beverages,United States,CaUS
49000054552,Beverages,Sweetened beverages,United States,CaUS
49000065220,Beverages,Sweetened beverages,United States,CaUS
49022556096,Fruits and vegetables,Dried fruits,United States,CaUS
49022565951,Composite foods,One-dish meals,United States,CaUS
49022642218,Fat and sauces,Dressings and sauces,United States,CaUS
49022744851,Sugary snacks,Sweets,United States,CaUS
490542,Salty snacks,Nuts,United Kingdom,UKIRSC
49111000066,Cereals and potatoes,Cereals,Austria,Germans
49200007228,Sugary snacks,Sweets,United States,CaUS
49283802185,Beverages,Non-sugared beverages,United States,CaUS
49733091015,Fat and sauces,Dressings and sauces,United States,CaUS
49746124120,Fat and sauces,Dressings and sauces,United States,CaUS
498593,Fat and sauces,Fats,United Kingdom,UKIRSC
50000622313,Sugary snacks,Biscuits and cakes,United States,CaUS
50200019210,Beverages,Sweetened beverages,United States,CaUS
50428476284,Cereals and potatoes,Legumes,United States,CaUS
50968330015,Beverages,Sweetened beverages,United States,CaUS
51000000118,Composite foods,One-dish meals,United States,CaUS
51000012517,Composite foods,One-dish meals,United States,CaUS
51000012616,Composite foods,One-dish meals,United States,CaUS
5.10E+11,Composite foods,One-dish meals,United States,CaUS
51000012913,Composite foods,One-dish meals,United States,CaUS
51000012920,Beverages,Non-sugared beverages,United States,CaUS
51000050434,Fat and sauces,Dressings and sauces,United States,CaUS
51000055002,Composite foods,One-dish meals,United States,CaUS
51000069924,Beverages,Non-sugared beverages,United States,CaUS
51000115515,Composite foods,One-dish meals,United States,CaUS
51000115539,Composite foods,One-dish meals,United States,CaUS
51000153159,Beverages,Non-sugared beverages,United States,CaUS
51000177230,Beverages,Non-sugared beverages,United States,CaUS
51000197597,Fat and sauces,Dressings and sauces,United States,CaUS
51000212191,Milk and dairy products,Cheese,United States,CaUS
511537,Cereals and potatoes,Cereals,United States,CaUS
51179113169,Composite foods,One-dish meals,United States,CaUS
513517,Fish Meat Eggs,Fish and seafood,United States,CaUS
513999,Milk and dairy products,Milk and yogurt,United States,CaUS
514538,Fat and sauces,Dressings and sauces,United States,CaUS
514941,Fruits and vegetables,Vegetables,United States,CaUS
51500006863,Sugary snacks,Sweets,United States,CaUS
51500025802,Sugary snacks,Sweets,Canada,CaUS
51500062005,Cereals and potatoes,Legumes,United States,CaUS
51500240946,Cereals and potatoes,Legumes,United States,CaUS
51500243213,Sugary snacks,Sweets,United States,CaUS
51500255162,Sugary snacks,Sweets,United States,CaUS
51500255650,Sugary snacks,Sweets,United States,CaUS
51500700167,Cereals and potatoes,Legumes,United States,CaUS
51500720011,Cereals and potatoes,Legumes,United States,CaUS
51507340052,Beverages,Non-sugared beverages,United States,CaUS
516167,Fish Meat Eggs,Meat,United Kingdom,UKIRSC
51651092357,Cereals and potatoes,Legumes,United States,CaUS
52000122510,Beverages,Non-sugared beverages,United States,CaUS
52029000172,Cereals and potatoes,Cereals,France,FrBeNeLux
52066004010,Cereals and potatoes,Cereals,United States,CaUS
52159000417,Milk and dairy products,Milk and yogurt,United States,CaUS
8.69E+12,Alcoholic beverages,Alcoholic beverages,Iraq,Arabic
52302222222,Sugary snacks,Chocolate products,France,FrBeNeLux
524728,Beverages,Fruit juices,United Kingdom,UKIRSC
52500050054,Fat and sauces,Dressings and sauces,United States,CaUS
52500050559,Fat and sauces,Dressings and sauces,United States,CaUS
52500066628,Fat and sauces,Dressings and sauces,United States,CaUS
52500067151,Fat and sauces,Dressings and sauces,United States,CaUS
52600112751,Sugary snacks,Sweets,France,FrBeNeLux
52600312755,Sugary snacks,Sweets,France,FrBeNeLux
52603041843,Composite foods,One-dish meals,United States,CaUS
52603065061,Beverages,Non-sugared beverages,United States,CaUS
529549,Milk and dairy products,Cheese,United States,CaUS
535212,Fish Meat Eggs,Meat,United States,CaUS
535366,Fat and sauces,Fats,United States,CaUS
53859201050,Beverages,Non-sugared beverages,United States,CaUS
539494,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
54152201136,Fruits and vegetables,vegetables,United States,CaUS
54300090018,Sugary snacks,Sweets,China,SouthAsia
54308184412,Beverages,Sweetened beverages,France,FrBeNeLux
54400000030,Fat and sauces,Dressings and sauces,United States,CaUS
54500101149,Fish Meat Eggs,Meat,United States,CaUS
54800010080,Cereals and potatoes,Cereals,United States,CaUS
549257,Milk and dairy products,Milk and yogurt,United States,CaUS
8.41E+12,Alcoholic beverages,Alcoholic beverages,Morocco,Arabic
55656302046,Sugary snacks,Sweets,France,FrBeNeLux
55742370348,Fruits and vegetables,Dried fruits,Saint Pierre and Miquelon,CaUS
55828051505,Sugary snacks,Sweets,France,FrBeNeLux
56200761142,Fat and sauces,Dressings and sauces,Canada,CaUS
71570016852,Alcoholic beverages,Alcoholic beverages,Australia,AuNZ
56800528015,Milk and dairy products,Milk and yogurt,Canada,CaUS
56800528022,Milk and dairy products,Milk and yogurt,Canada,CaUS
56800868098,Milk and dairy products,Milk and yogurt,Canada,CaUS
568517,Beverages,Non-sugared beverages,United Kingdom,UKIRSC
56920023025,Milk and dairy products,Milk and yogurt,Canada,CaUS
56920052421,Milk and dairy products,Milk and yogurt,Canada,CaUS
56920060662,Milk and dairy products,Milk and yogurt,Canada,CaUS
57000002992,Fat and sauces,Dressings and sauces,Canada,CaUS
573856,Fruits and vegetables,vegetables,United Kingdom,UKIRSC
57836020641,Fruits and vegetables,Vegetables,United States,CaUS
578561,Cereals and potatoes,Bread,United States,CaUS
578790,Fruits and vegetables,Soups,United States,CaUS
58200005806,Fish Meat Eggs,Eggs,United States,CaUS
58336173028,Composite foods,Pizza pies and quiche,Canada,CaUS
583657,Fruits and vegetables,Vegetables,United Kingdom,UKIRSC
58449410140,Sugary snacks,Biscuits and cakes,United States,CaUS
58449870241,Cereals and potatoes,Breakfast cereals,United States,CaUS
587761,Sugary snacks,Biscuits and cakes,France,FrBeNeLux
59100008645,Cereals and potatoes,Cereals,Canada,CaUS
59290573220,Salty snacks,Appetizers,United States,CaUS
59290573497,Salty snacks,Appetizers,United States,CaUS
59290575927,Salty snacks,Appetizers,United States,CaUS
59441004283,Milk and dairy products,Cheese,Canada,CaUS
59531000607,Beverages,Sweetened beverages,Canada,CaUS
595837,Fruits and vegetables,vegetables,France,FrBeNeLux
59600048134,Beverages,Fruit juices,Saint Pierre and Miquelon,CaUS
59749932264,Fat and sauces,Dressings and sauces,Canada,CaUS
59749938051,Milk and dairy products,Milk and yogurt,Canada,CaUS
59764031645,Fat and sauces,Fats,Canada,CaUS
59800491075,Sugary snacks,Biscuits and cakes,Canada,CaUS
60383042400,Sugary snacks,Chocolate products,Canada,CaUS
60383047191,Fat and sauces,Fats,Canada,CaUS
