additives_n,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
2,277,3.1,1.9,8.5,1.5,0.5,0.8,0.62992,0.248
4,282,3.5,1.95,8.45,1.8,0.25,0.55,0.61,0.24
3,236,3,1.9,6.5,0.8,0.3,0.7,0.6096,0.24
6,136,0.7,0.4,5.6,1.2,0.6,0.6,0.762,
4,160,1.8,1,4.5,0.4,0.6,0.7,1.9558,0.77
3,228,2.5,1.3,7.1,1.3,0.1,0.8,0.7,0.276
3,222,2.6,1.6,6.6,0.5,0.2,0.7,,
3,160,0.8,0.4,7.1,2.5,0.4,0.5,0.7,0.275590551
2,224,2.4,1.3,7.1,1.6,0.3,0.7,1.7272,0.68
2,86,0.1,0.05,4,0.3,0.3,0.7,1.78,0.7
2,151,0.55,0.4,6.95,1.15,0.2,0.65,0.711,0.28
4,224,2,1,8,1.8,0.3,0.8,0.72,0.283464567
4,193,0.9,0.7,7.8,2.8,0.6,1.2,0.66,0.25984252
6,100,0.5,0.3,4.3,0.4,0.3,0.4,,
0,75,0.5,,3,,,0.6,,
3,220,2.5,2,6,2.5,0.6,1.5,1.6,0.62992126
4,2718,71,5.6,3.3,2.5,,1.4,1.3,0.511811024
,631,,,,,,,,
,1610,1.9,0.06,80.8,75.1,7.4,6.3,0.127,0.05
0,365,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1519,2,0.35,72,3.7,3.6,13,0.01397,0.0055
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,73,3.7,3.6,13,0.013,0.00511811
0,1527,2,0.353,72,3.7,,13,0.0130048,0.00512
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1527,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1527,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1519,2,0.35,72,3.7,4,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1527,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.0130048,0.00512
0,1527,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,365,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1527,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,,13,0.0130048,0.00512
4,720,0.3,0.2,37,0.1,2.1,3.7,1.27,0.5
0,1525,1.7,0.4,72,5,4.3,12,0.01524,0.006
0,1525,1.7,0.4,72,5,4.3,12,0.01,0.003937008
0,1498,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.0127,0.005
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,1.30E-05,5.12E-06
0,1519,2,0.35,72,3.7,3.6,13,0.01397,0.0055
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1527,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1527,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1527,0,0,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1527,2,0.35,72,3.7,3.6,13,,
0,1527,2,0.35,72,3.7,3.6,13,0.005,0.001968504
0,1563,2,0.4,73,3,3.4,13,0.0508,0.02
0,1565,2,0.4,72.9,3,3.4,13.2,0.127,0.05
0,1565,2,0.4,72.9,3,3.4,13.2,0.05,0.019685039
0,1563,2,0.4,73,3,3.4,13,0.0508,0.02
0,206,0.93,,8.9,,,1.2,,
0,527,5.5,0.7,15,8.1,2.7,2.7,2.8,1.102362205
0,318,3.1,1.2,6.3,4.6,,5.1,1.30048,0.512
7,509,9.5,5.4,4.4,0.8,0.5,4.6,1.50114,0.591
7,528,10,5.9,5.1,0.8,0.4,4,4.572,1.8
0,113,0.1,0.05,4.5,3.9,1.6,1.2,0.050038,0.0197
0,113,0.1,0.05,4.5,3.9,1.6,1.2,0.050038,0.0197
0,129,0.2,0.08,4.9,4.6,1.4,1.6,0.0799846,0.03149
0,113,0.1,0.05,4.5,3.9,1.6,1.2,0.050038,0.0197
0,163,0.1,0.03,6.9,5.6,2.1,1.5,0.75,0.295275591
0,161,0.3,0.1,7,4.5,1.7,1.4,0.100076,0.0394
0,181,1,0.3,6.6,5.6,1.2,1.4,1.31064,0.516
0,91,0.1,0,3.5,3.5,0.7,1.3,0.16002,0.063
0,110,0.2,0,4,4,1.5,1.3,0.08,0.031496063
2,370,2.3,0.8,12.6,1.4,0.8,3.8,0.9,0.354330709
2,370,2.3,0.8,12.6,1.4,,3.8,0.9,0.354330709
2,370,2.3,0.8,12.6,1.4,,3.8,0.9,0.354330709
2,406,3.4,1.3,11.3,1.7,1,4.9,0.9,0.354330709
2,409,3,1.1,12.3,1.4,0.7,4.9,1.1,0.433070866
0,307,1.7,0.6,10.5,2.6,,3.5,0.95,0.374015748
1,430,3.5,1.2,12.5,2.2,,4.5,0.85,0.334645669
,410,3,1.2,12.5,2,1,4.6,1.1,0.433070866
0,154,0.1,0.06,6.5,4.6,1.8,1.6,0.2,0.078740157
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1522,2,0.35,72,3.7,3.6,11.5,0.01,0.003937008
0,1498,2,,72,,,13,,
2,513,2,0.3,21,2,1.8,4,1.016,0.4
0,701,12.9,4.9,8.5,0.5,,4.4,1.5,0.590551181
1,439,6,2.4,9,1,,3.4,0.9,0.354330709
3,429,5.4,2.3,9,1.1,,4,0.8,0.31496063
1,446,6.1,2.4,9.2,0.9,,3.4,0.9,0.354330709
2,441,6,2.5,9.3,0.7,0.8,3.2,0.9,0.354330709
4,620,1.8,0.5,27,0.3,2.2,4.5,0.7,0.275590551
4,694,6.2,1.2,19.4,2.3,3.2,6.4,1.56,0.614173228
0,421,2.4,0.5,14,2.4,2.3,4.4,0.98,0.385826772
0,724,8.1,3,19,3.2,2.4,4.8,1,0.393700787
3,587,3.4,0.4,21.4,2.6,3.3,4.2,1.3,0.511811024
3,587,3.3,0.7,20.1,0.9,2.8,6,1.45,0.570866142
5,469,2.4,,15,,,7.5,,
0,486,5.8,2.6,6.5,4.9,2.2,8.4,1.3,0.511811024
0,295,2.4,0.9,7.1,5.1,,4.6,1.16,0.456692913
0,247,2.5,0.3,7.1,3.6,,1.3,1.16078,0.457
0,199,1.6,0.2,6,4.7,,1.3,1.3,0.511811024
0,245,2.6,0.3,6.7,4.9,,1.2,1.01,0.397637795
0,374,4.2,0.9,7,5.3,,5,1.3,0.511811024
0,318,3.1,1.2,6.3,4.6,,5.1,1.30048,0.512
0,407,5.3,1.5,6.5,5.2,2.1,4.9,1.2,0.472440945
,245,2.7,0.3,6.3,3.8,,1.3,1.04,0.409448819
0,245,2.6,0.3,6.7,4.9,,1.2,1.01,0.397637795
2,1513,34,5.3,10,3.6,,4.1,2.49936,0.984
1,1477,32,4.8,11.5,7,2.9,4.6,2.19964,0.866
0,350,3.2,1.2,7.1,5.2,1.7,5.7,1.4478,0.57
0,247,2.5,0.3,7.1,3.6,,1.3,1.18,0.464566929
0,252,2.8,0.4,6.6,4.9,,1.4,1.00076,0.394
0,329,3.5,1.3,6.4,5.2,,4.5,1.4986,0.59
0,245,2.7,0.3,6.3,3.8,,1.3,1.03886,0.409
0,245,2.7,0.3,6.3,3.8,,1.3,1.03886,0.409
2,336,6.2,4.3,4.9,0.7,0.8,1,1.3,0.511811024
2,336,6.2,4.3,4.9,0.7,0.8,1,1.3,0.511811024
0,318,3.1,1.2,6.3,4.6,,5.1,1.30048,0.512
,1508,0.9,0.2,79,0.5,1.6,7,0.01,0.003937008
,1556,1.2,0.3,81,0.5,1.7,7.1,0.0199898,0.00787
,1508,0.9,0.2,79,0.5,1.6,7,0.013,0.00511811
,1542,1.2,,81,,,7.1,,
,1476,0.6,,78,,,7.5,,
,1463,2.2,0.5,72,0.7,3.3,7.7,,
3,620,1.4,0.2,29.6,0.4,1.5,3.1,0.7,0.275590551
0,1612,2.4,0.5,81,0.5,1.5,7.9,0.08001,0.0315
0,1621,2,0.25,83,1.5,1.5,7.3,0.1,0.039370079
0,519,5.6,0.9,11,2.7,2.6,6.1,1.12,0.440944882
0,453,6.5,2.8,8.4,6.6,1.7,3.3,1.18,0.464566929
0,1510,5.5,0.89,61.2,2.5,6.1,12.8,3.2258,1.27
4,1492,3.5,0.61,64.9,4.3,5.2,12.8,1.67894,0.661
0,1515,4.4,0.71,64.8,3.2,4.8,12.5,1.56972,0.618
0,1494,1.1,,78.6,,,6.9,,
0,1495,0.8,0.3,77,0.4,0.4,9,0.254,0.1
,1479,0.6,0.2,78,0.1,0.4,7.5,0.02,0.007874016
0,1529,1.6,0.8,77,0.6,3.1,8,0.02,0.007874016
6,421,3.5,1.1,10.8,0.1,,6,1,0.393700787
0,1548,2,,72,,,13,,
1,516.3,4.5,1.1,16,4.9,3,4.6,1,0.393700787
5,292,2.3,1.1,6.6,0.2,,5,0.9,0.354330709
4,634,8.7,3,7.8,0.8,,8.6,1,0.393700787
8,358,3.8,1.3,6.7,1.1,,5.5,0.8,0.31496063
7,427,4.5,2.8,10,0.3,0.8,5,1.016,0.4
0,1548,2,0.35,72,3.7,3.6,13,0.0130048,0.00512
0,1524,2.2,0.4,76,0.9,4.1,7.2,0.1,0.039370079
0,1567,2,0.4,73,3,3.4,13.2,0.1,0.039370079
0,1567,2,0.4,73,3,3.4,13.2,0.100076,0.0394
0,1497,1.5,0.3,72,3,2.7,11.5,0.0180086,0.00709
0,700,9,0.6,18,11,,2.5,1.99898,0.787
,276,3.1,0.4,7,5.5,1.9,1.4,1,0.393700787
0,318,3.1,1.2,6.3,4.6,,5.1,1.30048,0.512
0,295,2.4,0.9,7.1,5.1,0,4.6,1.16,0.456692913
1,1503,3.4,0.41,66.2,5.2,4.6,12.7,1.00076,0.394
0,1490,0.8,0.4,77,0.1,0.4,8.7,0.0100076,0.00394
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
2,1282,26,3.4,15,6.1,3,3.4,2.2,0.866141732
3,1480,31.9,4.9,11.6,7,2.9,4.7,2.29,0.901574803
0,1490,0.8,0.4,77,0.1,0.4,8.7,0.01,0.003937008
0,106,0.2,0.07,4.4,4.1,1,0.9,0.3,0.118110236
0,1524,1.8,0.5,77.3,0.7,2,7.5,1.63,0.641732283
0,1528,2.2,0.3,76.2,0.4,1.7,8.1,0.06,0.023622047
2,1513,34,5.3,10,3.6,1.9,4.1,2.5,0.984251969
0,370,2,0.4,73,3,3.4,13.2,0.100076,0.0394
0,1576,4.2,0.6,73,0.4,1.5,9.8,0.4,0.157480315
0,1510,1.9,0.8,71.8,3.5,3,11.5,0.013,0.00511811
0,1510,1.9,0.8,71.8,3.5,3,11.5,0.013,0.00511811
0,272,2.6,0.3,8,6.4,1.7,1.6,1.06,0.417322835
0,1548,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,411,4.9,1.2,7.2,5.6,,5.7,,
0,385,4,1.2,7.5,5.8,,5.8,1.5,0.590551181
1,526,5.5,0.7,15,8.1,2.7,2.7,2.8,1.102362205
1,1547,4,1.13,67,2,3.4,13,1.3,0.511811024
0,1510,1.9,0.8,71.8,3.5,3,11.5,0.01,0.003937008
0,1548,2,0.3,72,3.7,3.6,13,0.013,0.00511811
2,569,1.5,0.4,24.4,0.4,2.3,4.7,0.87,0.342519685
0,1527,2,0.35,72,3.7,3.6,13,0.013,0.00511811
0,1479,4.3,0.5,61,1.9,9,12.4,0.02,0.007874016
1,1521,34,3.8,11,3.6,0.6,3.6,3,1.181102362
1,1418,30,3.5,11,3.1,1.9,5.1,3,1.181102362
0,109,0.2,0,3.8,3.8,1,1.7,0.38,0.149606299
0,1508,2.3,0.5,70,0.3,3.6,12,0.07,0.027559055
9,1883,18.8,9,58.6,3.6,5.8,8.5,4.58,1.803149606
7,346,3.71,1.85,10.4,0.676,0.794,1.53,0.835,0.329
7,1922,20.7,10.9,56.4,4.3,4,9.7,5.5,2.165354331
0,1502,1.4,0.2,78,0.4,1.8,7.6,0.05,0.019685039
0,385,4,1.2,7.5,5.8,,5.8,1.5,0.590551181
0,411,4.9,1.2,7.2,5.6,,5.7,1.9,0.748031496
0,1505,1.5,0.3,72,3,2.7,12,0.02,0.007874016
0,1505,1.5,0.3,72,3,2.7,12,0.02,0.007874016
0,1586,5,0.7,73,0.4,1.1,9,0.1,0.039370079
6,608,4,0.8,20,2,,6.7,1.4,0.551181102
0,330,0.8,0.4,0,0,,18,28,11.02362205
0,330,0.8,0.4,0,0,,18,18,7.086614173
7,650,10,3.8,7.4,1.8,3.3,7.5,1.016,0.4
0,773,11.7,2.8,0.1,0.1,,21,2.9972,1.18
2,839,14.5,,0.1,,,17.7,,
0,773,11.7,2.8,0.1,0.1,,21,3,1.181102362
0,164,9.8,1.6,0,0,,19,3,1.181102362
3,887,15,3.8,0,0,,20,3.2,1.25984252
1,421,2.88,0.73,0.1,,,18.5,,
7,889,15,5.5,1.1,0,,18,2,0.787401575
0,749,10,2.2,0.6,0,,21,3,1.181102362
0,466,2.3,0.5,0,0,,23,3.2,1.25984252
0,1100,21,15,0,0,,19,1.4,0.551181102
0,1191,23,16,0.5,0.5,,20,1.3,0.511811024
1,1259,25,17,0.001,0.0005,0,20,1.4,0.551181102
0,1029,20,12,6,1,,11,1.2,0.472440945
0,1029,20,,2,,,15,,
,1147,14,,24,,,13,,
0,516,4.3,,0,,,21,,
2,940.5,17.5,6.3,1.6,,,15.2,,
8,1168,25,10,2.3,1.8,,12,1.52,0.598425197
0,1565,8.9,1.2,54,2.9,7.8,15,1.50114,0.591
0,1481,3.9,0.5,60,4.3,12,13,0.03,0.011811024
0,1480,0.5,0,78,0,1.5,7,0.00762,0.003
0,1485,0.6,0.1,78,0.3,1.4,7.4,0.01,0.003937008
0,1485,0.6,0.1,78,0.3,1.4,7.4,0.01,0.003937008
0,1485,0.6,0.1,78,0.3,1.4,7.4,0.01,0.003937008
0,1485,0.6,0.1,78,0.3,1.4,7.4,0.01,0.003937008
0,1485,0.6,0.1,78,0.3,1.4,7.4,0.0254,0.01
0,1469,0.6,,78.2,,,6.9,,
0,1485,0.6,0.1,78,0,1.4,7.4,0,0
0,1399,1.2,0.2,50.4,1,11.2,24,0.06096,0.024
,1664,1.78,0.2,60.2,1.77,20.58,24.1,0.005334,0.0021
0,1318,0.9,0.2,45,2.1,15.2,23.4,0.04,0.015748031
0,1313,1.9,0.2,48.8,1.2,8.9,24.3,0.03048,0.012
0,1369,2,0,45.6,3.3,15.7,13.2,2.16916,0.854
0,1489,6.1,0.7,57,4.9,7,14,0.01,0.003937008
0,366,1,,13.4,,,6.2,,
0,411,1.9,0.2,11,0.9,4.1,7.1,0.9,0.354330709
0,369,0.9,0.6,12.4,1.1,3.7,6.6,0.51,0.200787402
0,1435,2.4,0.16,58.2,1.9,25.5,22.1,0.0381,0.015
0,1388,5.4,0.5,46.9,2.6,10.7,21.3,0.09906,0.039
0,1642,7.5,,64.7,,,12.2,,
0,1339,1.2,0.2,50.4,1,11.2,24,0.06096,0.024
0,1292,1.1,0.2,37,2,23,25.8,0.02,0.007874016
1,375,2.1,0.24,8.5,1.5,2.9,7.6,0.617,0.242913386
0,1130,1.2,0.3,41.4,2.4,18.1,21.1,0.0381,0.015
0,1318,0.9,0.2,45,2.1,17.4,23.4,0.04,0.015748031
0,241,1.2,0.3,41.4,2.4,18.1,21.1,0.0381,0.015
0,1177,1.4,0.2,44.1,2.5,15.7,22.1,0.04572,0.018
0,337,1.4,0.15,61.3,3.37,15.7,22.1,0.03048,0.012
0,652,10.2,4.5,2.5,1.9,,13,1.1,0.433070866
10,256,2.5,1.2,8,8,0,1.7,0.07112,0.028
13,291,3.2,1.5,8.6,4.8,0.098,1.5,0.0508,0.02
14,2079,22.3,10.5,62.9,47.1,1.3,10.2,0.381,0.15
1,134,0.02,0,7.5,7.4,0.1,0.3,0,0
0,231,1.5,,7.3,,,3.3,,
0,235,0.9,,9,,,3.2,,
0,218,1.3,,7.3,,,2.9,,
5,1685,3.5,1.9,80,33.4,4.9,9.2,0.04318,0.017
1,194,0.9,0.1,6.2,2.1,2.6,2.1,0.14732,0.058
0,189,0.15,,9.9,,,1.1,,
2,224,0.3,0.06,11.3,9.6,1.9,0.3,0.0254,0.01
0,135,0.1,0.04,5.9,1,1.7,1.1,0.014224,0.0056
3,229,0.3,0.05,12.6,10.1,2.1,0.2,0.0254,0.01
2,220,0.2,0.04,12.2,11,1.97,0.3,0.0254,0.01
3,227,0.3,0.06,11.4,11.2,1.9,0.4,0.0254,0.01
1,256,1.8,,8.5,0.8,0.89,2.2,0.3683,0.145
1,336,2.5,0.8,9.8,2.1,1.4,3.8,0.28,0.11023622
2,281,2,,8.8,,,3.4,0.381,0.15
8,257,2.5,1.3,8,8,0,1.7,0.0635,0.025
2,298,2.3,0.43,9.4,0.68,0.72,2.8,,
2,1938,14.7,1.6,76.5,33.3,1,5,0.08,0.031496063
0,133,0.1,0.02,5.5,0.8,2.1,1.1,0.05,0.019685039
0,169,0.1,0.04,7.9,2.1,1.6,1,0.00508,0.002
2,258,2.1,0.5,8.7,2.3,0.9,1.7,0.18288,0.072
2,262,2.2,0.5,8.7,2.9,0.9,1.7,0.16,0.062992126
4,337,2.7,0.4,10.7,3.3,1,2.1,0.2286,0.09
0,408,3.5,2.1,13,9.3,0.4,3.2,0.2032,0.08
3,258,0.7,0.03,12.3,8.2,1.6,0.6,0.01,0.003937008
2,306,2.3,0.7,9.7,2.3,1.3,2.5,0.35814,0.141
5,332,2.3,0.52,11.3,3.97,1.71,2.4,0.29464,0.116
5,339,2.3,0.4,12.2,2,0.5,2.5,0.34798,0.137
4,289,2.1,0.54,9.5,2.29,0.88,2.3,0.36068,0.142
1,297,2,0.7,9.3,1.6,1.7,3.1,0.38,0.149606299
1,262,1.8,0.72,8.3,1.47,1.67,2.3,0.37846,0.149
1,260,2,0.24,7.9,1.8,1.57,2.3,0.37846,0.149
1,273,2.3,0.5,7.8,1.24,1.6,2.6,0.2794,0.11
1,280,1.8,0.3,9.7,1.1,0.8,2.7,0.37,0.145669291
5,323,2.2,0.4,11.1,3.3,1.45,2.4,0.37084,0.146
,308,2.3,0.93,9.8,1.46,0.57,3,0.37084,0.146
2,313,2,0.31,10.7,2.26,1.26,2.7,0.34544,0.136
2,271,1.9,0.2,8.5,1.44,1.59,2.5,0.381,0.15
2,293,2.2,0.5,9.4,2,1.5,2.5,0.24,0.094488189
2,297,2.2,0.5,9.7,2.5,1.5,2.4,0.36,0.141732283
1,285,1.8,0.7,9.4,1.6,1.2,2.7,0.38,0.149606299
4,1676,1.7,0.8,92.4,11.4,0.9,2.5,0.02794,0.011
2,1687,2.8,1.3,80.3,20,3.1,11.4,0.10668,0.042
1,297,2.4,1.3,8.7,1.3,1.4,3,0.36,0.141732283
1,348,2.4,0.3,10.7,2.43,1.18,4,0.381,0.15
4,1792,13.9,7.2,65.4,22,3,10.5,0.16256,0.064
1,194,0.9,0.1,6.2,2.1,2.6,2.1,0.15,0.059055118
2,318,2.2,0.24,11.7,2.52,1.47,1.5,0.36576,0.144
1,238,0.05,0,12.9,12.5,1.7,0.3,0.03,0.011811024
6,455,3.8,2.2,15.8,10.4,0.002,2.7,0.13462,0.053
2,1875,16,5.2,64,30,5.6,8.1,0.33,0.12992126
8,1555,4.9,2.3,78,32,1.5,5.6,0.2,0.078740157
8,1550,5,2.3,78,45,1.5,5.6,0.2,0.078740157
2,1966,19.7,4.2,65,35,2.9,7.6,0.1,0.039370079
,1875,16,5.4,64,30,5.6,8,0.33,0.12992126
2,1605,2.7,1,76,7.8,2.4,11,1.67999918,0.661417
2,1605,2.6,1,76,11,2.3,12,1.38,0.543307087
0,1640,3.3,1,75.5,9.1,5.6,11.5,1.651,0.65
2,1605,2.7,1,76,7.8,2.4,11,1.68,0.661417323
10,257,2.5,1.3,8,8,0,1.7,0.0635,0.025
2,206,0.2,,11,,,0.7,0.0254,0.01
11,1890,19.4,5.1,55.8,46.2,5.8,10.4,0.4572,0.18
9,2029,21.3,10,59.7,50.7,0,13.8,0.6731,0.265
10,379,2.9,1.3,14.2,5.3,0.1,2,0.1,0.039370079
3,191,0.2,0.03,9.5,7.9,1.7,0.5,0.0254,0.01
,201,0.1,0.03,10.2,8.7,1.7,0.5,0.00762,0.003
0,253,2.3,1.5,6.9,1.9,2,2.1,0.1524,0.06
1,264,1.9,0.7,8.4,1.4,1.4,2.3,0.381,0.15
2,276,2.1,0.6,9.1,2.9,1.3,2,0.3683,0.145
5,1835,13.8,6.4,67.7,18.4,4.5,8.1,0.254,0.1
1,273,2.3,0.5,7.8,1.2,1.6,2.6,0.28,0.11023622
1,208,0.2,0.05,10.4,9,2.1,0.4,0.007,0.002755906
,301,2.3,0.6,9.4,3.8,1.9,2.4,0.30988,0.122
1,307,2.7,0.8,9,2.5,1.4,2.5,0.29718,0.117
1,276,2.1,0.8,8.2,1.7,1.3,2.8,0.29718,0.117
1,300,2.7,0.8,8.1,1.3,1.1,3.1,0.37846,0.149
2,343,2.1,1.1,11.7,1.1,1,3.3,0.280162,0.1103
1,220,0.2,0.06,11.2,9.3,1.8,0.4,0.00762,0.003
11,1880,18.7,4.4,57.5,45.6,5.6,10,0.43942,0.173
1,279,1.7,0.2,9.7,1.1,0.9,2.4,0.29718,0.117
,298,2.7,0.4,7.4,0.8,1.9,3.4,0.3,0.118110236
10,1218,3.1,1.5,8.8,6.6,0.2,1.4,0.05334,0.021
1,229,0.1,0.05,12.1,9.4,1.5,0.4,0.008,0.003149606
0,230,0.3,0.04,11.4,9.2,2.4,0.5,0.008,0.003149606
1,276,0.1,0.04,14.7,11,1.8,0.4,0.009398,0.0037
1,393,3.5,2.3,12.1,9.2,0.5,3.1,0.1,0.039370079
1,407,3.2,2.1,13.6,9.2,0.2,3.3,0.1016,0.04
2,356,2.7,1.8,11.6,8.9,0.6,3,0.13208,0.052
1,338,3.4,0.6,8.9,1.3,1.4,2.9,0.42926,0.169
0,301,2.7,0.2,8.8,2.3,1.4,2.4,0.2794,0.11
2,336,3.1,0.7,9.7,2.2,1.9,2.4,0.29,0.114173228
2,381,3.5,1.2,11.3,3.3,1.6,2.6,0.28194,0.111
2,393,3.6,1.4,11.8,3.4,1.9,2.7,0.29,0.114173228
1,325,3.3,1.9,8.4,1.1,1.1,3,0.3048,0.12
3,288,2.2,0.2,9.2,2.8,1.7,2.1,0.18288,0.072
9,257,2.5,1.2,8,8,0,1.7,0.07112,0.028
0,17,0,0,0.5,0.5,,0.5,0,0
0,17,0,0,0.5,0.5,,0.5,0,0
0,17,0,0,0.5,0.5,,0.5,0,0
0,17,0,0,0.5,0.5,,0.5,0,0
7,2041,20.5,14.5,68.1,25.6,,6.4,1.03,0.405511811
0,1468,33.5,24.03,3.6,0.5,,9.9,1.28016,0.504
9,364,3.6,,11.8,,,1.8,,
2,1809,14.2,,44.7,,,30.8,,
2,2067,26,16.5,39,39,,26,0.8001,0.315
0,1490,0.8,,51.7,,,35.5,,
2,551,7.5,5.2,10,10,,6.1,0.3,0.118110236
2,1810,14,9,45,45,,31,0.92,0.362204724
0,1526,0.8,0.5,52,52,,36,1.1,0.433070866
2,1620,14,9.5,63,63,0,1.8,0.8,0.31496063
0,1333,8,5.59,56,56,,5,0.4572,0.18
0,1526,0.8,0.5,52,52,,36,1.1,0.433070866
0,553,7.5,,10.1,,,6.1,,
0,1184,0.2,,60.9,,,8.3,,
2,469,4,2.7,12,12,,6.9,0.28,0.11023622
1,2390,39,17.5,44,42,3,9.3,0.2794,0.11
1,2395,39.5,17.5,44.5,41.5,6.1,6.9,0.00999998,0.003937
1,2210,29.5,17.5,58.5,57.5,1.8,6.6,0.4318,0.17
1,2220,29.5,17.5,58.5,58,1.8,6.4,0.43,0.169291339
1,2325,36.5,14.5,48,46,2,8.6,0.3556,0.14
1,2315,36,15,49,47,2,8.4,0.3556,0.14
1,2315,36,15,49,47,2,8.4,0.3556,0.14
1,2125,25,15,63,50.5,1.8,6.5,0.78,0.307086614
1,2120,25,15,62.5,50,1.8,6.7,0.7874,0.31
1,2080,26,14,57,56,2.9,6,,
2,1020,0.1,0,59,59,1,0.3,0,0
2,1020,0.1,0,59,59,0.8,0.4,0,0
1,1030,0.2,0,59,59,1,0.7,0,0
1,1023,0.1,0,59,59,1.2,0.4,0,0
1,1024,0.1,0,59,59,1.1,0.5,0,0
1,1024,0.1,0,59,59,1.3,0.4,0,0
1,,,,,60,,,,
1,1000,0.2,0,57,57,3.4,0.7,0,0
1,1024,0.1,0,59,59,1.5,0.3,0,0
1,1025,0.1,0,59,59,1.4,0.4,0,0
1,1024,0.1,0,59,59,1.3,0.4,0,0
1,1007,0,0,58,58,1.8,0.4,0,0
1,1016,0.1,0,58,58,1.8,0.5,0,0
1,1025,0.1,0,59,59,1,0.6,0,0
1,1030,0.2,0,59,59,1,0.7,0,0
1,1018,0.1,0,59,59,1,0.2,0,0
1,1004,0,0,59,59,1,0.4,0,0
1,1013,0.1,0,59,59,1,0.8,0,0
0,457,0.2,0,25,25,1.4,0.8,0,0
0,439,0.2,0,24,24,1.7,0.6,0,0
0,436,0.1,0,24,24,2,0.5,0,0
1,1015,0.1,0,58,58,1.9,0.6,0,0
,1008,0.1,0,57,57,3.1,0.6,0,0
1,708,0.2,0,40,40,1.1,0.7,0,0
1,719,0.2,0,41,39,1,0.4,0.1016,0.04
1,699,0.1,0,40,40,1.1,0.4,0,0
2,698,0.1,0,40,40,1.1,0.3,0,0
1,702,0.1,0,40,40,1.4,0.4,0,0
1,323,0.3,0,17,17,2,0.4,0.1016,0.04
0,1039,0.5,0.1,58,51,1.7,0.9,0.0100076,0.00394
1,319,0.2,0,17,16,2,0.4,0.1016,0.04
1,1029,0.2,0,59,59,1.3,0.5,0,0
3,698,0.1,0,40,40,1.2,0.3,0,0
0,1042,0.9,0,55,53,5,2,0,0
1,1000,0,0,65,65,,0.5,0,0
,491,0.3,0,27,27,1.8,0.4,0,0
1,318,0.2,0,17,17,2,0.3,0.1016,0.04
1,1027,0.1,0,59,59,1,0.7,0,0
